Claim_ID,Damage_Category,Sub_Detail,Property_Type,Region,US_State,Distance_From_Listing_M,Num_Guests,Children_Present,Elderly_Only_Group,Party_Flag,Pet_Present,Pet_Caused_Damage,Guest_Claim,Evidence_Available,Evidence_Type_Reviewed,Reporting_Delay_Hours,Reporting_Window_Status,Item_Age_Years,Depreciation_Applicable,Depreciation_Pct_Applied,Date_Reported,Date_Resolved,Resolution_Days,Estimated_Damage_USD,Outcome,Resolution_Type,Decision_Basis,Amount_Charged_to_Guest_USD,AirCover_Host_Reimbursement_USD
ACH-0087,Scratch Damage,Minor Scratch,Cabin,Australia/NZ,,88.9,6,No,No,Yes,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),68,Within Window - Days 3-7,0,N/A,0,2023-11-23,2023-11-25,2,124.14,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0088,Linen/Bedding Stain,General Stain (washable),Cabin,North America - US,NY,74.5,8,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,8,Within Window - 48 Hrs or Less,0,N/A,0,2023-09-23,2023-09-30,7,171.02,Waived,N/A,Washable Stain - Normal Wear and Tear,0,0
ACH-0089,Appliance Damage,,Condo,North America - US,NY,44.5,4,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,40,Within Window - 48 Hrs or Less,5.0,Yes,0.6,2024-08-09,2024-08-12,3,915.81,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,366.32,366.32
ACH-0090,Missing Item,,Cabin,North America - Canada,,19.9,5,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,139,Within Window - Days 3-7,3.3,Yes,0.396,2024-05-17,2024-05-22,5,1616.87,Waived,N/A,Missing Item - No Pre-Checkin Proof of Existence,0,0
ACH-0091,Pet Damage,,Cabin,North America - Canada,,13.0,8,No,Yes,No,Yes,Yes,Pre-existing condition,No,No photo/video evidence,151,Within Window - Days 3-7,0,N/A,0,2023-08-15,2023-08-24,9,877.28,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,877.28,877.28
ACH-0092,Linen/Bedding Stain,Blood Stain (hard to remove),House,North America - Canada,,12.4,2,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,6,Within Window - 48 Hrs or Less,0,N/A,0,2023-11-11,2023-11-13,2,279.17,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0093,Deep Cleaning Required,,Cabin,Europe - UK,,218.9,2,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,28,Within Window - 48 Hrs or Less,0,N/A,0,2024-07-02,2024-07-04,2,483.66,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0094,Pet Damage,,House,Australia/NZ,,15.5,1,No,No,Yes,Yes,Yes,No damage at checkout,No,No photo/video evidence,3,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-17,2023-10-20,3,1483.13,Charged,Reimbursement,Party Flagged - Damage Attributed to Event,1483.13,1483.13
ACH-0095,Art & Valuables Damage,,House,Asia Pacific,,1.7,6,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),3,Within Window - 48 Hrs or Less,4.5,No,0.0,2023-12-31,2024-01-08,8,413.98,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0096,Kitchenware Breakage,,Cabin,Asia Pacific,,9.9,5,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,6,Within Window - 48 Hrs or Less,0,N/A,0,2024-04-12,2024-04-27,15,147.7,Charged,Reimbursement,Prompt Reporting (Within 48 Hrs) - Host Claim Supported,147.7,147.7
ACH-0097,Carpet/Flooring Damage,,Apartment,Asia Pacific,,4.8,8,Yes,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,73,Within Window - Days 3-7,0,N/A,0,2024-08-26,2024-08-28,2,163.18,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0098,Furniture Damage,,Villa,Europe - UK,,17.2,7,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,27,Within Window - 48 Hrs or Less,2.0,Yes,0.24,2023-11-16,2023-11-17,1,2349.01,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0099,Deep Cleaning Required,,Condo,Europe - UK,,15.6,4,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,151,Within Window - Days 3-7,0,N/A,0,2024-04-30,2024-05-17,17,227.87,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,227.87,227.87
ACH-0100,Appliance Damage,,Apartment,Australia/NZ,,415.8,2,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,17,Within Window - 48 Hrs or Less,2.0,Yes,0.24,2024-01-31,2024-02-18,18,382.56,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0101,Carpet/Flooring Damage,,Villa,North America - Canada,,10.2,3,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,315,Within Window - Days 8-14,0,N/A,0,2024-06-10,2024-06-13,3,1764.02,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,1764.02,1764.02
ACH-0102,Furniture Damage,,Villa,Asia Pacific,,18.5,1,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,9,Within Window - 48 Hrs or Less,4.0,Yes,0.48,2023-12-23,2023-12-26,3,1670.2,Charged,Replacement,"Damage Confirmed - Not Repairable, Replacement Required",868.5,868.5
ACH-0103,Wall/Ceiling Damage,Minor Scratch,Condo,North America - US,NY,3.3,5,Yes,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,6,Within Window - 48 Hrs or Less,0,N/A,0,2024-05-03,2024-05-08,5,1856.04,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0104,Furniture Damage,,House,Europe - EU,,29.3,2,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,359,Outside 14-Day Window (Rejected),6.4,Yes,0.768,2023-08-03,2023-08-10,7,1610.7,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0105,Pet Damage,,House,North America - US,NY,177.6,6,Yes,No,No,Yes,Yes,No damage at checkout,No,No photo/video evidence,8,Within Window - 48 Hrs or Less,0,N/A,0,2024-08-17,2024-08-21,4,1449.28,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0106,Scratch Damage,Major Scratch (Affects Aesthetics),House,Europe - EU,,8.6,7,Yes,No,Yes,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),106,Within Window - Days 3-7,0,N/A,0,2023-09-08,2023-09-11,3,296.36,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0107,Appliance Damage,,Villa,North America - US,FL,2.3,2,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,160,Within Window - Days 3-7,2.4,Yes,0.288,2023-09-13,2023-09-16,3,1678.21,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0108,Electronics Damage,,Apartment,Asia Pacific,,424.0,6,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,31,Within Window - 48 Hrs or Less,5.1,Yes,0.612,2024-02-05,2024-02-15,10,1475.56,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0109,Missing Item,,Cabin,North America - US,IL,16.8,2,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,154,Within Window - Days 3-7,6.6,Yes,0.792,2023-09-04,2023-09-22,18,1798.09,Waived,N/A,Missing Item - No Pre-Checkin Proof of Existence,0,0
ACH-0110,Carpet/Flooring Damage,,Apartment,North America - US,NC,17.2,3,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,1,Within Window - 48 Hrs or Less,0,N/A,0,2024-06-14,2024-06-16,2,2570.99,Charged,Repair,"Damage Confirmed - Repairable, Repair Recommended",2059.36,2059.36
ACH-0111,Linen/Bedding Stain,Torn Fabric,Villa,Europe - UK,,12.3,8,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,43,Within Window - 48 Hrs or Less,0,N/A,0,2024-04-29,2024-05-01,2,31.65,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0112,Electronics Damage,,Villa,North America - US,FL,5.0,6,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,18,Within Window - 48 Hrs or Less,0.2,Yes,0.024,2024-03-12,2024-03-22,10,2303.82,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0113,Carpet/Flooring Damage,,Cabin,Europe - UK,,1.4,2,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,6,Within Window - 48 Hrs or Less,0,N/A,0,2023-12-13,2023-12-17,4,3201.68,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0114,Wall/Ceiling Damage,Paint Damage,Condo,Europe - EU,,16.6,6,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,5,Within Window - 48 Hrs or Less,0,N/A,0,2024-09-16,2024-09-19,3,2264.25,Waived,N/A,Paint Touch-up - Not Covered Unless Severe,0,0
ACH-0115,Missing Item,,Cabin,North America - US,CA,38.4,7,No,No,No,Yes,No,No damage at checkout,No,No photo/video evidence,8,Within Window - 48 Hrs or Less,7.9,Yes,0.8,2024-08-07,2024-08-27,20,1119.97,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (80%),223.99,223.99
ACH-0116,Linen/Bedding Stain,Blood Stain (hard to remove),Apartment,Asia Pacific,,7.1,7,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,4,Within Window - 48 Hrs or Less,0,N/A,0,2024-04-11,2024-04-23,12,64.44,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0117,Linen/Bedding Stain,Torn Fabric,Apartment,Europe - EU,,5.6,2,Yes,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,143,Within Window - Days 3-7,0,N/A,0,2024-09-20,2024-09-23,3,55.89,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0118,Pet Damage,,Villa,Australia/NZ,,7.7,1,No,No,Yes,Yes,Yes,No damage at checkout,No,No photo/video evidence,269,Within Window - Days 8-14,0,N/A,0,2023-12-23,2023-12-25,2,93.21,Charged,Reimbursement,Party Flagged - Damage Attributed to Event,93.21,93.21
ACH-0119,Missing Item,,Condo,North America - US,NY,13.3,5,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,95,Within Window - Days 3-7,1.2,Yes,0.144,2024-09-09,2024-09-26,17,140.47,Waived,N/A,Missing Item - No Pre-Checkin Proof of Existence,0,0
ACH-0120,Furniture Damage,,House,Europe - EU,,486.7,1,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,8,Within Window - 48 Hrs or Less,7.5,Yes,0.8,2024-07-10,2024-07-11,1,1328.71,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0121,Appliance Damage,,Condo,North America - US,CA,15.4,4,No,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,107,Within Window - Days 3-7,5.7,Yes,0.684,2023-10-25,2023-11-07,13,825.65,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0122,Furniture Damage,,Apartment,North America - US,CA,14.1,5,No,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),48,Within Window - 48 Hrs or Less,0.7,Yes,0.084,2024-03-25,2024-03-27,2,2494.61,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0123,Deep Cleaning Required,,House,Australia/NZ,,317.4,2,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,36,Within Window - 48 Hrs or Less,0,N/A,0,2023-08-19,2023-08-26,7,520.02,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0124,Furniture Damage,,Apartment,Australia/NZ,,89.3,2,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,18,Within Window - 48 Hrs or Less,0.8,Yes,0.096,2024-03-02,2024-03-06,4,770.13,Charged,Replacement,"Damage Confirmed - Not Repairable, Replacement Required",696.2,696.2
ACH-0125,Wall/Ceiling Damage,Minor Scratch,House,North America - Canada,,109.4,2,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,101,Within Window - Days 3-7,0,N/A,0,2024-01-13,2024-01-16,3,1134.79,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0126,Deep Cleaning Required,,Cabin,North America - US,NY,9.8,6,Yes,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),34,Within Window - 48 Hrs or Less,0,N/A,0,2024-01-03,2024-01-05,2,261.62,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0127,Deep Cleaning Required,,Cabin,Europe - UK,,1.3,6,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,293,Within Window - Days 8-14,0,N/A,0,2023-11-06,2023-11-10,4,421.7,Charged,Reimbursement,"Late Reporting (8-14 Days) - Weaker Host Claim, Still Within Window",421.7,421.7
ACH-0128,Kitchenware Breakage,,Villa,Asia Pacific,,83.2,5,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,79,Within Window - Days 3-7,0,N/A,0,2024-07-31,2024-08-01,1,121.14,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0129,Electronics Damage,,Cabin,North America - US,WA,26.1,6,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,358,Outside 14-Day Window (Rejected),1.6,Yes,0.192,2024-04-06,2024-04-14,8,2326.84,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0130,Carpet/Flooring Damage,,House,Europe - UK,,13.3,8,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),107,Within Window - Days 3-7,0,N/A,0,2024-01-27,2024-01-30,3,3427.94,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0131,Wall/Ceiling Damage,Hole in Wall,Villa,Asia Pacific,,8.1,8,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,5,Within Window - 48 Hrs or Less,0,N/A,0,2024-04-25,2024-04-29,4,663.45,Charged,Reimbursement,Hole in Wall - Covered Under Wall/Ceiling Clause,663.45,663.45
ACH-0132,Linen/Bedding Stain,Torn Fabric,Condo,Australia/NZ,,13.6,6,No,Yes,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),302,Within Window - Days 8-14,0,N/A,0,2024-09-14,2024-09-24,10,54.8,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0133,Missing Item,,Apartment,North America - US,TX,78.8,5,No,No,Yes,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),67,Within Window - Days 3-7,5.3,Yes,0.636,2024-09-22,2024-10-02,10,2095.86,Waived,N/A,Missing Item - No Pre-Checkin Proof of Existence,0,0
ACH-0134,Missing Item,,Villa,North America - US,NY,27.0,6,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),132,Within Window - Days 3-7,5.6,Yes,0.672,2024-03-21,2024-03-24,3,572.97,Waived,N/A,Guest Evidence Verified - Item Already Missing at Checkin,0,0
ACH-0135,Kitchenware Breakage,,Villa,North America - US,GA,13.1,1,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),9,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-05,2023-10-11,6,69.16,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0136,Wall/Ceiling Damage,Hole in Wall,Apartment,Europe - EU,,12.1,3,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,6,Within Window - 48 Hrs or Less,0,N/A,0,2024-07-26,2024-07-27,1,2513.37,Charged,Reimbursement,Hole in Wall - Covered Under Wall/Ceiling Clause,2513.37,2513.37
ACH-0137,Carpet/Flooring Damage,,Cabin,North America - US,NC,18.9,2,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,1,Within Window - 48 Hrs or Less,0,N/A,0,2023-08-13,2023-08-23,10,3096.04,Charged,Reimbursement,Group Composition Risk - Children Present,3096.04,3096.04
ACH-0138,Deep Cleaning Required,,Condo,North America - Canada,,8.9,4,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,16,Within Window - 48 Hrs or Less,0,N/A,0,2024-03-08,2024-03-18,10,363.0,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0139,Carpet/Flooring Damage,,Apartment,North America - US,NY,11.0,8,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,240,Within Window - Days 8-14,0,N/A,0,2023-09-14,2023-09-15,1,604.43,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0140,Carpet/Flooring Damage,,House,Australia/NZ,,12.3,2,No,Yes,No,No,No,No damage at checkout,No,No photo/video evidence,290,Within Window - Days 8-14,0,N/A,0,2024-05-10,2024-05-18,8,719.8,Charged,Repair,"Damage Confirmed - Repairable, Repair Recommended",575.84,575.84
ACH-0141,Kitchenware Breakage,,Condo,North America - US,NY,19.2,2,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,26,Within Window - 48 Hrs or Less,0,N/A,0,2024-01-20,2024-01-21,1,183.13,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,183.13,183.13
ACH-0142,Deep Cleaning Required,,House,North America - Canada,,13.6,1,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,249,Within Window - Days 8-14,0,N/A,0,2024-09-18,2024-09-25,7,322.32,Charged,Reimbursement,"Late Reporting (8-14 Days) - Weaker Host Claim, Still Within Window",322.32,322.32
ACH-0143,Wall/Ceiling Damage,Minor Scratch,Villa,Europe - EU,,11.6,6,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),65,Within Window - Days 3-7,0,N/A,0,2023-11-09,2023-11-17,8,2321.04,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0144,Kitchenware Breakage,,Condo,North America - Canada,,1.6,4,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),4,Within Window - 48 Hrs or Less,0,N/A,0,2024-08-06,2024-08-08,2,294.37,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0145,Linen/Bedding Stain,General Stain (washable),Cabin,North America - Canada,,9.5,3,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,17,Within Window - 48 Hrs or Less,0,N/A,0,2023-09-21,2023-09-24,3,48.89,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0146,Electronics Damage,,Apartment,North America - US,NY,10.3,8,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),8,Within Window - 48 Hrs or Less,4.6,Yes,0.552,2024-05-30,2024-06-09,10,564.05,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0147,Furniture Damage,,House,North America - US,NY,469.1,4,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,370,Outside 14-Day Window (Rejected),3.5,Yes,0.42,2024-07-30,2024-08-04,5,2297.75,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0148,Wall/Ceiling Damage,Severe Structural Mark,Condo,Europe - EU,,18.8,3,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,489,Outside 14-Day Window (Rejected),0,N/A,0,2024-03-15,2024-03-24,9,496.38,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0149,Deep Cleaning Required,,House,Asia Pacific,,96.5,5,No,Yes,No,Yes,No,No damage at checkout,No,No photo/video evidence,16,Within Window - 48 Hrs or Less,0,N/A,0,2024-05-26,2024-06-10,15,561.19,Charged,Reimbursement,Prompt Reporting (Within 48 Hrs) - Host Claim Supported,561.19,561.19
ACH-0150,Missing Item,,House,Europe - UK,,13.7,5,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,5,Within Window - 48 Hrs or Less,3.4,Yes,0.408,2023-09-02,2023-09-05,3,1394.94,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (40%),825.8,825.8
ACH-0151,Pet Damage,,Apartment,Asia Pacific,,33.4,1,No,No,No,Yes,Yes,No damage at checkout,Yes,Guest: checkout photo/video,227,Within Window - Days 8-14,0,N/A,0,2023-10-20,2023-11-10,21,50.3,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0152,Pet Damage,,House,North America - US,CA,306.5,2,No,No,No,Yes,Yes,No damage at checkout,Yes,Guest: checkout photo/video,10,Within Window - 48 Hrs or Less,0,N/A,0,2024-03-24,2024-04-01,8,592.02,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0153,Wall/Ceiling Damage,Minor Scratch,House,Asia Pacific,,90.6,7,No,No,Yes,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),80,Within Window - Days 3-7,0,N/A,0,2023-08-16,2023-08-23,7,313.92,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0154,Furniture Damage,,Villa,North America - US,CO,5.7,2,Yes,No,Yes,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),5,Within Window - 48 Hrs or Less,2.9,Yes,0.348,2024-04-24,2024-04-26,2,1241.41,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0155,Electronics Damage,,Villa,Asia Pacific,,3.6,8,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,37,Within Window - 48 Hrs or Less,4.8,Yes,0.576,2023-12-21,2023-12-27,6,1302.98,Charged,Reimbursement,Group Composition Risk - Children Present,552.46,552.46
ACH-0156,Missing Item,,Condo,Asia Pacific,,18.9,3,No,Yes,No,No,No,No damage at checkout,No,No photo/video evidence,47,Within Window - 48 Hrs or Less,8.0,Yes,0.8,2024-02-26,2024-02-28,2,1822.37,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (80%),364.47,364.47
ACH-0157,Wall/Ceiling Damage,Paint Damage,Condo,Asia Pacific,,53.7,6,No,Yes,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,37,Within Window - 48 Hrs or Less,0,N/A,0,2024-06-27,2024-07-04,7,2408.13,Waived,N/A,Paint Touch-up - Not Covered Unless Severe,0,0
ACH-0158,Wall/Ceiling Damage,Minor Scratch,Cabin,North America - US,WA,249.7,4,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,494,Outside 14-Day Window (Rejected),0,N/A,0,2024-05-06,2024-05-10,4,828.52,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
